qid1,qid2,label
S126147,S118465,0
S133344,S111075,1
S101044,S124394,0
S110487,S120164,0
S133209,S115965,1
S110240,S107716,0
S102464,S100815,1
S114677,S131189,0
S110311,S131558,0
S128053,S102333,0
S126018,S122204,0
S128531,S134940,1
S117385,S109767,0
S123388,S111223,1
S104803,S113227,0
S105100,S109038,1
S133230,S117935,1
S100239,S128774,0
S116045,S111530,0
S124780,S127489,0
S116365,S131906,0
S133617,S105144,0
S106664,S116371,1
S117924,S132747,1
S126122,S100685,1
S121181,S129448,0
S131194,S125795,0
S103905,S129693,0
S113506,S127130,1
S102280,S120203,1
S111966,S108356,0
S133968,S129251,1
S105264,S100106,1
S126772,S101331,1
S116378,S118579,1
S109550,S120315,0
S104369,S111236,1
S129668,S112854,1
S108843,S107433,1
S115064,S124368,1
S100229,S117675,0
S106214,S102968,1
S116399,S124702,0
S113701,S127535,0
S112543,S108554,1
S105320,S102510,0
S114401,S132980,0
S106463,S100140,0
S114172,S123988,1
S108273,S113403,1
S109737,S114280,1
S106267,S129261,1
S102120,S102727,0
S102118,S111474,0
S104237,S129283,0
S104645,S106352,1
S127248,S129545,0
S127837,S108179,0
S108032,S119892,1
S124654,S133137,0
S103307,S111089,0
S129322,S112223,1
S130703,S108281,0
S113531,S133935,0
S110188,S113212,0
S127550,S124097,0
S135125,S101799,0
S112949,S115224,1
S106666,S132880,0
S113896,S109623,0
S104635,S108559,1
S107525,S125088,1
S133387,S121279,1
S120319,S131123,1
S134560,S110664,0
S102639,S132730,1
S101779,S107589,1
S108906,S106513,1
S114732,S121854,1
S107125,S121846,0
S134154,S125488,1
S106742,S106701,1
S117297,S109078,0
S113627,S118530,0
S107730,S111446,0
S101995,S131690,1
S110143,S126087,1
S125114,S111168,1
S124352,S120377,1
S100311,S114931,1
S115433,S110821,0
S124898,S108986,1
S127618,S111527,0
S125497,S120765,0
S125750,S101914,0
S109041,S131686,0
S115404,S107134,0
S100666,S104620,0
S117468,S129524,0
S116943,S118501,0
S130419,S110223,0
S115447,S100779,0
S130981,S112826,0
S119648,S104073,0
S115864,S118448,0
S102861,S120948,1
S116908,S118981,1
S105242,S100471,1
S121794,S129661,1
S123128,S113169,0
S108780,S131181,0
S107835,S109803,1
S103912,S130903,0
S107258,S117184,1
S130251,S110974,1
S128663,S113290,1
S109603,S129377,0
S122680,S103550,1
S129977,S106221,0
S129265,S112709,1
S116386,S123373,0
S119213,S131840,1
S129000,S119327,1
S128200,S107877,0
S111274,S125312,1
S128222,S121619,1
S128879,S133123,1
S103116,S122363,1
S122878,S112654,1
S130467,S107104,0
S105793,S126105,1
S115425,S113491,1
S106526,S127585,1
S104990,S111209,0
S105776,S125770,0
S132817,S113606,1
S117863,S118637,0
S128850,S104959,1
S127600,S105088,1
S134799,S106498,1
S110908,S131217,0
S126120,S131075,0
S117348,S133778,1
S121293,S117668,0
S120879,S132373,1
S101567,S102485,1
S111432,S133128,0
S108261,S129736,0
S103938,S121215,1
S106878,S115601,0
S109116,S132661,1
S119151,S107151,0
S113861,S108250,1
S129729,S122395,0
S112775,S111560,0
S115290,S129643,1
S120932,S133936,0
S128044,S112050,1
S102915,S122811,1
S119482,S127038,0
S113676,S118892,1
S106758,S131182,0
S130183,S110654,1
S102613,S127860,0
S107428,S115385,1
S127168,S131493,1
S112693,S106893,1
S115981,S112896,0
S118301,S121836,1
S121920,S118664,0
S116683,S118483,0
S116117,S102783,0
S112196,S133004,1
S117581,S128610,1
S128273,S130535,0
S117131,S127386,1
S108999,S131808,1
S117588,S126033,1
S111509,S100368,0
S115499,S128082,1
S131013,S105139,0
S133833,S102125,1
S123757,S117298,1
S107827,S124838,1
S119201,S100574,1
S129128,S124356,0
S110501,S120997,1
S132149,S122105,1
S123678,S123566,0
S106812,S101929,0
S101001,S131238,0
S131309,S109590,1
S122318,S106318,1
S123281,S113143,1
S113783,S117959,0
S111152,S118279,0
S118147,S117518,1
S126078,S131248,1
S124130,S124072,1
S117047,S110330,1
S134443,S105301,1
S110503,S125242,0
S104926,S122586,1
S127074,S131807,0
S132105,S106823,1
S104472,S119238,1
S112604,S102404,0
S125753,S107109,0
S129366,S109423,0
S106198,S100116,0
S110997,S113477,1
S126611,S120136,1
S125153,S115008,1
S106932,S105255,0
S111308,S110250,0
S121225,S129446,1
S120442,S122828,1
S111906,S133801,1
S128538,S118620,1
S123727,S116053,0
S115569,S134064,0
S123637,S132531,0
S117598,S103572,0
S105591,S134598,0
S122244,S107018,0
S110639,S119304,0
S133124,S130411,1
S115499,S131572,0
S109911,S119821,0
S131116,S109227,1
S132241,S108093,0
S134090,S132988,0
S114470,S102154,0
S126437,S112826,1
S120143,S101571,1
S112740,S105782,1
S129861,S100390,1
S127946,S129350,0
S117850,S111148,1
S106092,S104864,1
S118109,S112713,0
S131221,S118398,0
S110165,S122623,0
S113573,S125679,1
S132801,S124452,1
S126688,S123712,0
S110776,S132262,1
S112739,S107040,1
S113249,S130722,0
S115496,S101365,0
S110702,S126000,0
S106868,S128220,0
S109618,S126274,0
S134726,S108880,0
S114417,S102377,1
S128174,S120720,0
S115895,S117010,0
S114571,S105901,0
S106778,S105330,0
S107544,S130514,0
S109835,S117537,1
S133986,S124409,1
S128336,S129261,0
S109287,S135216,1
S124285,S114538,0
S117560,S126408,1
S119524,S126714,1
S132120,S121116,0
S103876,S135244,1
S116514,S113439,1
S132056,S133358,0
S115751,S133779,0
S131807,S132783,1
S105011,S121097,1
S106396,S110855,0
S112177,S103569,1
S124240,S131069,0
S108572,S105276,1
S102791,S119931,0
S100638,S110633,1
S103755,S126902,0
S129521,S118518,0
S103231,S126849,1
S124429,S115641,1
S129094,S111138,1
S123905,S106568,1
S113854,S131760,1
S107877,S124880,1
S116307,S100453,1
S106536,S125418,0
S101077,S114792,1
S100437,S123426,0
S104737,S125546,0
S131312,S122009,0
S127875,S120963,1
S112924,S134646,0
S106262,S108137,0
S113023,S103188,0
S123834,S118002,0
S100592,S135250,1
S128811,S125575,1
S129847,S109395,1
S110921,S125068,1
S128869,S116787,0
S131665,S126629,0
S129130,S132142,0
S112372,S119405,1
S100976,S110360,1
S115715,S124922,1
S105330,S115924,1
S128830,S122344,0
S106057,S105443,0
S127071,S107334,0
S117591,S104043,0
S130563,S102506,1
S101159,S108181,1
S104960,S104209,1
S100992,S108518,0
S127466,S107427,1
S103308,S128158,0
S128172,S107562,1
S114781,S123055,0
S122285,S123546,0
S116692,S111529,1
S101925,S128134,1
S120448,S113624,0
S117581,S133899,1
S133489,S110068,1
S118270,S127087,1
S109416,S108822,1
S123729,S115902,0
S126448,S127130,1
S117389,S123951,1
S111499,S112000,1
S122777,S110014,1
S131639,S131611,1
S128635,S104920,1
S108177,S117070,1
S123720,S119628,1
S123298,S103954,0
S106335,S112577,0
S123895,S120571,0
S108438,S110483,1
S105919,S115096,1
S120419,S118951,1
S117526,S123650,1
S131784,S112453,0
S101173,S110382,1
S117626,S134677,1
S107951,S103584,1
S130493,S131427,1
S113261,S109744,0
S104933,S121321,0
S117016,S124990,1
S107694,S131573,0
S118866,S127666,0
S105943,S105286,0
S110625,S124270,1
S108690,S102108,0
S134564,S121599,0
S133350,S119757,1
S114296,S120887,0
S109865,S125091,1
S109980,S114343,0
S124277,S111946,0
S123157,S107563,1
S111988,S105681,1
S109124,S129183,1
S109382,S104562,0
S131320,S104000,0
S119435,S101609,1
S107549,S124460,0
S113764,S106962,1
S120024,S130087,1
S112453,S118776,1
S126962,S126775,1
S120884,S112891,1
S114805,S125345,1
S107393,S115623,1
S127031,S129741,0
S124408,S100014,0
S124836,S121961,1
S133190,S122140,0
S114892,S119456,1
S131626,S107152,1
S103226,S122483,0
S129436,S129821,1
S133940,S114893,0
S115880,S128128,1
S109635,S123107,1
S121080,S118273,1
S115023,S104628,1
S130893,S132321,1
S125477,S130177,1
S116640,S122552,0
S105503,S121506,0
S130865,S103188,1
S109973,S125022,1
S117466,S129287,1
S105119,S117135,1
S118994,S133751,0
S121386,S114568,1
S114125,S106797,1
S117427,S123154,0
S128367,S135216,0
S100088,S126281,1
S132826,S123381,1
S122745,S118653,0
S118998,S107682,0
S127506,S101426,1
S107377,S102006,1
S117498,S130875,0
S107087,S130023,0
S113251,S108447,0
S105940,S127597,0
S109805,S124909,0
S127710,S122560,0
S109724,S106934,1
S114624,S117600,0
S135163,S124866,0
S105832,S103066,0
S129733,S121668,0
S124439,S109451,1
S132559,S121512,0
S129546,S133745,1
S124428,S108979,0
S109532,S125174,1
S135152,S106795,1
S124127,S131625,1
S101893,S120484,0
S134178,S105943,0
S121647,S107813,0
S124006,S101890,0
S123971,S102701,0
S127071,S114117,0
S135053,S127885,1
S104987,S119572,1
S128141,S100536,1
S111719,S134744,0
S128328,S121620,1
S117860,S130098,0
S128699,S110901,1
S121147,S113577,0
S115353,S131242,0
S112958,S129555,1
S111178,S116134,0
S116596,S112984,1
S117788,S125729,1
S108356,S126807,0
S135248,S105772,0
S128244,S110594,0
S116416,S111576,1
S101206,S101345,0
S106420,S113554,0
S105747,S122553,1
S132496,S102789,0
S101829,S102225,1
S103231,S122954,0
S105991,S102110,0
S126239,S117219,1
S111460,S111718,0
S132176,S119164,0
S114092,S134324,0
S128222,S103029,0
S132969,S121487,1
S126115,S124050,1
S134325,S125127,0
S114195,S121136,0
S103573,S100654,1
S112356,S129893,1
S134187,S129513,1
S107959,S118554,0
S115161,S107380,0
S104864,S111857,0
S128527,S134498,0
S121336,S108723,0
S130027,S127393,1
S101430,S120107,0
S114994,S119345,0
S133663,S121215,0
S115265,S111670,1
S115001,S118310,0
S131880,S118576,0
S130214,S120615,0
S123551,S130993,0
S110348,S123706,1
S129987,S103602,0
S133309,S133050,1
S104500,S110982,1
S125927,S120154,1
S135050,S122084,1
S110305,S104933,0
S111176,S126917,1
S126607,S112924,1
S104812,S103117,0
S134638,S110592,0
S129589,S130704,1
S124423,S119755,1
S118164,S122208,0
S121919,S134164,0
S110456,S122616,1
S100562,S105948,1
S131679,S107088,1
S132596,S121471,0
S109893,S101168,1
S120870,S106560,0
S110141,S113456,1
S122175,S123446,0
S107698,S134652,1
S107281,S127368,0
S113355,S118454,0
S114535,S100156,0
S130370,S130259,1
S132641,S128613,1
S109856,S102617,1
S128186,S107125,0
S126756,S116149,0
S110268,S119229,1
S104226,S110171,0
S100231,S113788,1
S132246,S134757,0
S124754,S105594,0
S133657,S121435,0
S133398,S127248,0
S125152,S115668,0
S123596,S127492,1
S124850,S111595,0
S122004,S101625,0
S117697,S123312,0
S128597,S120368,0
S130317,S107517,0
S122112,S111311,1
S108700,S111684,0
S116013,S131388,1
S134965,S106813,0
S129303,S116684,0
S113195,S100504,0
S124436,S104602,1
S118311,S113447,1
S117307,S134126,1
S111116,S105204,0
S126515,S128879,0
S107671,S109504,0
S103974,S127017,1
S126915,S100010,0
S108382,S128419,0
S110719,S134568,0
S120428,S105491,0
S129523,S101752,0
S117239,S117480,1
S109013,S110695,0
S131855,S101211,1
S100334,S132138,1
S109584,S130374,1
S112010,S111883,0
S120253,S120644,1
S102154,S120324,0
S109427,S129817,0
S122935,S119343,0
S123269,S125878,1
S131931,S101777,1
S106969,S131325,1
S111271,S102624,0
S128157,S119663,1
S128075,S110851,0
S127677,S122085,1
S129328,S132927,1
S121394,S125353,0
S100078,S112612,1
S112057,S112794,0
S119103,S115708,1
S100648,S125720,1
S119230,S108329,1
S112496,S118219,0
S107852,S100030,1
S116798,S113350,1
S122842,S126612,0
S110955,S118778,1
S117616,S113516,0
S103400,S102289,1
S122251,S134684,1
S117088,S109104,1
S111839,S100863,0
S101917,S100457,0
S132632,S101134,0
S119335,S133576,0
S124949,S121514,1
S135142,S115534,1
S120346,S108241,0
S106908,S120253,0
S108766,S111594,1
S104158,S118563,0
S119971,S109698,1
S114138,S134604,0
S127101,S106009,0
S100801,S116856,0
S106009,S116088,1
S106539,S130930,0
S134685,S107789,0
S125267,S117549,0
S122361,S126316,0
S109806,S117293,0
S115267,S103155,1
S111601,S130296,0
S108421,S113731,0
S103643,S117084,1
S103691,S126918,0
S125373,S133456,1
S110275,S108497,0
S130767,S127351,1
S122202,S123745,0
S132272,S126712,1
S119166,S103315,0
S105513,S109670,0
S114917,S117026,0
S105348,S107873,1
S104108,S125741,1
S105949,S134767,0
S101316,S127202,1
S100408,S118956,1
S124797,S121394,1
S101997,S114977,0
S122221,S110555,1
S110983,S113869,1
S110248,S120721,1
S103480,S109694,0
S106676,S134818,0
S120386,S133904,1
S113068,S132187,0
S105203,S116244,0
S117671,S102221,1
S115149,S115484,0
S130726,S133111,1
S117490,S110849,0
S117360,S116223,0
S130853,S108489,1
S119572,S101850,0
S108217,S116473,1
S110678,S125855,0
S122115,S102232,0
S125090,S109539,0
S115464,S111739,1
S100176,S126705,0
S108989,S114839,1
S134168,S131660,1
S130286,S121895,1
S112197,S119207,1
S117024,S102345,0
S102319,S120630,1
S116001,S119653,0
S114374,S116917,0
S112996,S121516,1
S123305,S114720,0
S120286,S125648,0
S123487,S124879,0
S101396,S133864,0
S118948,S123443,1
S105417,S112748,1
S103233,S116696,1
S123149,S115377,0
S132237,S102709,1
S133121,S118220,0
S103761,S106062,0
S129248,S113952,0
S113826,S117350,1
S105441,S115122,1
S106932,S132884,0
S113079,S134628,1
S111204,S100050,1
S111354,S117999,1
S132514,S110036,1
S112592,S111597,1
S133014,S128519,1
S120434,S113226,0
S109473,S127989,0
S105079,S132638,1
S112360,S112932,1
S110646,S114609,1
S127213,S130946,1
S115885,S126110,1
S123369,S106623,0
S132911,S103732,1
S110993,S112807,1
S115792,S132685,1
S124662,S110118,1
S127962,S113660,0
S103403,S110319,0
S134583,S115983,0
S113490,S103917,1
S112757,S110506,1
S121142,S121201,1
S114225,S132625,1
S103844,S111992,0
S127056,S123942,1
S134748,S124825,1
S109239,S100024,1
S129866,S127990,0
S103833,S120284,0
S114895,S121966,0
S118219,S115095,1
S133732,S114881,0
S118309,S102303,1
S108100,S122691,1
S100952,S119716,0
S104429,S121123,1
S102862,S114354,1
S115893,S119143,1
S108762,S115496,1
S117281,S118047,0
S129038,S102081,0
S117640,S117823,0
S108969,S123892,0
S130258,S107871,0
S113929,S126062,0
S109399,S107979,1
S101257,S106286,1
S102311,S105663,0
S122451,S120021,1
S133055,S103255,0
S109514,S116457,1
S105354,S109794,0
S107006,S134990,0
S126004,S119209,0
S110980,S126077,0
S135110,S103684,0
S107612,S111746,1
S101643,S134791,0
S129134,S130418,1
S117670,S102078,0
S131284,S127130,0
S135171,S125353,1
S122342,S112628,1
S124337,S123660,0
S123378,S102512,1
S133070,S120269,1
S112076,S128585,0
S134188,S120920,0
S129838,S119531,0
S104053,S127377,1
S108289,S105810,1
S123976,S110950,1
S124961,S131909,1
S130354,S111489,0
S117508,S120042,0
S110695,S121010,1
S121059,S102861,0
S134539,S110572,0
S108587,S133188,0
S120703,S109800,1
S102141,S105514,0
S126048,S100971,0
S119085,S109452,0
S124653,S103666,0
S102749,S130220,0
S119697,S133021,0
S134961,S126082,1
S113719,S121168,1
S124197,S105336,0
S133088,S130876,1
S110285,S103999,0
S109464,S108567,0
S108084,S115821,1
S132363,S117616,1
S101712,S105899,0
S109572,S116737,1
S121281,S128981,1
S105665,S109782,0
S102429,S106694,1
S131707,S118856,1
S103353,S106241,1
S111658,S105035,0
S103011,S116757,1
S106589,S134505,0
S120437,S121550,1
S102021,S109492,1
S115134,S123789,0
S127824,S106601,1
S108471,S109383,1
S121663,S135183,1
S133682,S107462,0
S111271,S115234,1
S133177,S121597,1
S111042,S125647,1
S123077,S103036,1
S123124,S124943,0
S110523,S129420,1
S128305,S117958,1
S102185,S108349,0
S123701,S120543,0
S116058,S132977,1
S121624,S106783,1
S120900,S103076,1
S105743,S112990,0
S108315,S116501,0
S120366,S129188,1
S116542,S107304,0
S103093,S105173,0
S123608,S107558,0
S114576,S130168,0
S127954,S109335,1
S116331,S104131,0
S117328,S134267,1
S107833,S124272,1
S107717,S101779,0
S111325,S111717,1
S128795,S126536,0
S101118,S100765,0
S120251,S122702,0
S121177,S128356,1
S106614,S115091,0
S132319,S100147,1
S128079,S131773,1
S129921,S123313,1
S125008,S100157,0
S111949,S122983,0
S119409,S101606,0
S106166,S128181,0
S130595,S126270,0
S133398,S134693,1
S131192,S130290,1
S133162,S103463,0
S114571,S128279,1
S108804,S104633,0
S103994,S111506,1
S134446,S128951,0
S123237,S125688,0
S103726,S114474,0
S121751,S121158,1
S113136,S129245,0
S118152,S118768,0
S124286,S103324,0
S127140,S132749,1
S119455,S112339,1
S117477,S128232,1
S119584,S109507,0
S127115,S105421,0
S121415,S126345,0
S129094,S133491,0
S109196,S109465,1
S131869,S102692,1
S123429,S107097,1
S106755,S130831,1
S120861,S128907,1
S130037,S113882,0
S105812,S119714,0
S131434,S102594,0
S131308,S106022,0
S128647,S121224,0
S101757,S127803,0
S124479,S122110,1
S130001,S131191,1
S117344,S107450,1
S114627,S113194,1
S112570,S115025,0
S129701,S127831,0
S109155,S110611,1
S105940,S112582,0
S128385,S103871,1
S133720,S108392,1
S126888,S103234,0
S116827,S111179,1
S101961,S122074,1
S108876,S117201,0
S102063,S112540,0
S124840,S127105,1
S131615,S111740,0
S101003,S111742,1
S116021,S115960,1
S129905,S131813,1
S124042,S118632,1
S118829,S107386,0
S129507,S116668,1
S130797,S101408,0
S128780,S121256,1
S116167,S125105,1
S134566,S102460,1
S127175,S122845,0
S107455,S105126,0
S115597,S110481,1
S131745,S118607,0
S125171,S130110,0
S109654,S118766,0
S116405,S118784,0
S129966,S109588,1
S105975,S112520,1
S132900,S106066,1
S132003,S111940,1
S119477,S130060,0
S103524,S101884,1
S115832,S119621,1
S102416,S120810,0
S129331,S130738,0
S117632,S103187,1
S113491,S129497,0
S106148,S105437,0
S128453,S108243,0
S112631,S103135,1
S115740,S100356,0
S108198,S130920,0
S132559,S104645,0
S126781,S128364,1
S128790,S132762,0
S107086,S101906,0
S134465,S125499,0
S104878,S123767,1
S134788,S125439,1
S102473,S108898,0
S101066,S130427,0
S101034,S107499,0
S114406,S127841,0
S122820,S112780,1
S111587,S105758,1
S131250,S119369,0
S109752,S113352,1
S110021,S134158,1
S121600,S130179,1
S116109,S129667,0
S127585,S115753,1
S132063,S121204,1
S104619,S103285,0
S115417,S103907,1
S112295,S121519,1
S105150,S119583,1
S101835,S103347,0
S116640,S118160,0
S118803,S118106,1
S117640,S129983,0
S118228,S115257,1
S129976,S103447,1
S127654,S113696,1
S113999,S113001,1
S131407,S101409,1
S109005,S112578,0
S120427,S123661,0
S110918,S112367,1
S120731,S123963,0
S112739,S111075,0
S112985,S111177,0
S114906,S109565,0
S127489,S105815,0
S111303,S117705,0
S107873,S114589,0
S132539,S107335,1
S119186,S116658,1
S130594,S135101,0
S114362,S116139,0
S120919,S119880,0
S120275,S108958,1
S110943,S108315,0
S102529,S111471,1
S119563,S130463,1
S118197,S127694,1
S109867,S119124,1
S113261,S111237,1
S102201,S122185,1
S107965,S121574,1
S125637,S102616,0
S101326,S110965,0
S101913,S108091,1
S125358,S124974,1
S126351,S105174,1
S118167,S112803,0
S126372,S129423,0
S131609,S130331,1
S121932,S131182,1
S124010,S131507,0
S101236,S134964,1
S105453,S114991,0
S127754,S116034,0
S100599,S127129,0
S109691,S135213,1
S115788,S104895,0
S105587,S115323,0
S106048,S134131,1
S111439,S125431,0
S112348,S127859,1
S118654,S130536,1
S119719,S129388,1
S113729,S112516,1
S101152,S134884,0
S111478,S117821,0
S117010,S104498,1
S111359,S134974,1
S113255,S104100,0
S132308,S103417,1
S128106,S126299,0
S107644,S132821,1
S128371,S112048,0
S113922,S108784,1
S129053,S128941,0
S116142,S129688,1
S122600,S118917,1
S112369,S102657,1
S119584,S126906,1
S131611,S102663,0
S134539,S131394,1
S125477,S127622,0
S100557,S107940,1
S107658,S101767,1
S115831,S105052,1
S105487,S123166,0
S129639,S100933,0
S129776,S125358,0
S103879,S118639,0
S108002,S105887,0
S101856,S118365,1
S118678,S131302,1
S115655,S122597,0
S111798,S130582,0
S126563,S127191,0
S128296,S101804,0
S122100,S105006,0
S133806,S122029,0
S129545,S106056,1
S103473,S131988,1
S135259,S106376,1
S112142,S115032,1
S111551,S131985,1
S115050,S131012,0
S119964,S131189,1
S100154,S127252,0
S134036,S130256,0
S105566,S118841,0
S122169,S135101,1
S115325,S110272,1
S120080,S132719,0
S110167,S122140,1
S108841,S119284,0
S133687,S121219,0
S124975,S114626,1
S111835,S105319,1
S103336,S102136,0
S134395,S111308,0
S131454,S122105,0
S120321,S130333,0
S124183,S112238,0
S124153,S114252,0
S122120,S128655,0
S111786,S113806,1
S122674,S134770,0
S128803,S110220,0
S111298,S120983,1
S119175,S109227,0
S112875,S118576,1
S122775,S127315,0
S117940,S105694,1
S121660,S125892,1
S103008,S121435,0
S118670,S128020,1
S116077,S131996,1
S134086,S107950,0
S108022,S125124,1
S128687,S112776,1
S115543,S116239,1
S100337,S131873,0
S121575,S121636,1
S111027,S126701,0
S107729,S113843,1
S109336,S134340,1
S129699,S124530,0
S112416,S105511,0
S131215,S111320,0
S129622,S126324,1
S123668,S107750,1
S112075,S103908,0
S131622,S115279,0
S101933,S108641,0
S117345,S124618,1
S114377,S132960,0
S109011,S118786,0
S127260,S131944,0
S103570,S127407,0
S125461,S126290,1
S112029,S131126,0
S103637,S105186,1
S104751,S115361,0
S129152,S119298,1
S114009,S107190,0
S120971,S114244,0
S132141,S108842,1
S128176,S133623,1
S108116,S102929,0
S102958,S104477,0
S110034,S116238,0
S118877,S118299,1
S104408,S132745,0
S133997,S134843,1
S135041,S108496,0
S133014,S118941,1
S129900,S123159,1
S131324,S135127,1
S128519,S126358,0
S113179,S106311,1
S102488,S113463,0
S118072,S129717,0
S122192,S121170,1
S110881,S107994,0
S130330,S126296,1
S111480,S118383,0
S119797,S114295,0
S118758,S129769,0
S125985,S114565,1
